Week,Market,Channel,Product,Impressions,Clicks,Spend_AED,Conversions,Sales_AED,Engagement_Rate,Brand_Awareness_Score,Purchase_Intent_Score,Influencer_Name,Follower_Count,Influencer_Engagement_Rate,TV_GRP,PR_Mentions,PR_Share_of_Voice,Website_Sessions,Bounce_Rate,Avg_Session_Duration_Sec,Page_Views_Per_Session,Competitor_SOV,Sentiment_Score
6,SGE,Influencer,Galaxy Watch6,N/A,N/A,5222,14,5035,4.12,42.9,37.7,Influencer_2,359151,4.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,0.88
6,SGE,TV,Galaxy Watch6,N/A,N/A,38778,N/A,N/A,N/A,59.0,56.2,N/A,N/A,N/A,514,N/A,N/A,N/A,N/A,N/A,N/A,18.2,0.74
6,SGE,Search,Galaxy Watch6,397998,8695,12705,959,455771,2.18,59.7,48.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,0.87
6,SGE,Website,Galaxy Watch6,N/A,N/A,N/A,754,229101,N/A,54.5,36.9,N/A,N/A,N/A,N/A,N/A,N/A,55250,40.3,222,3.33,14.2,0.77
6,SGE,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,62.1,57.1,N/A,N/A,N/A,N/A,55,43.5,N/A,N/A,N/A,N/A,3.1,0.82
6,SGE,B2B Roadshow,Galaxy Watch6,11201,N/A,4463,86,15194,6.83,74.7,69.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.88
6,SGE,Retail,Galaxy Watch6,17405,N/A,3712,121,34817,3.28,57.3,47.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.1,0.94
6,SESAR,Paid Social,Galaxy Z Fold8,449689,5600,14229,463,114844,1.4,58.8,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,0.81
6,SESAR,Influencer,Galaxy Z Fold8,N/A,N/A,3681,28,12008,3.51,57.5,46.5,Influencer_21,619487,3.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.87
6,SESAR,TV,Galaxy Z Fold8,N/A,N/A,28700,N/A,N/A,N/A,67.5,48.7,N/A,N/A,N/A,449,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0.76
6,SESAR,Search,Galaxy Z Fold8,309830,5638,6319,789,370549,1.82,72.0,44.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.87
6,SESAR,Website,Galaxy Z Fold8,N/A,N/A,N/A,830,363508,N/A,63.8,52.3,N/A,N/A,N/A,N/A,N/A,N/A,55927,25.5,249,3.33,6.6,0.82
6,SESAR,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,82.4,70.2,N/A,N/A,N/A,N/A,25,20.3,N/A,N/A,N/A,N/A,4.1,0.85
6,SESAR,B2B Roadshow,Galaxy Z Fold8,5506,N/A,4695,56,23111,5.3,68.7,58.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0.85
6,SESAR,Retail,Galaxy Z Fold8,23119,N/A,4048,112,19284,5.21,66.8,62.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,0.84
6,SESAR,Paid Social,Galaxy Z Flip8,439280,6473,6112,646,207046,1.08,59.6,46.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.6,0.9
6,SESAR,Influencer,Galaxy Z Flip8,N/A,N/A,4431,53,20888,4.38,53.8,26.7,Influencer_5,950755,4.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.9
6,SESAR,TV,Galaxy Z Flip8,N/A,N/A,24599,N/A,N/A,N/A,67.0,64.6,N/A,N/A,N/A,407,N/A,N/A,N/A,N/A,N/A,N/A,15.6,0.79
6,SESAR,Search,Galaxy Z Flip8,337858,7187,12209,882,253325,2.13,52.0,43.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.9
6,SESAR,Website,Galaxy Z Flip8,N/A,N/A,N/A,491,143183,N/A,62.1,36.3,N/A,N/A,N/A,N/A,N/A,N/A,32325,38.1,186,3.87,6.0,0.87
6,SESAR,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,76.7,66.0,N/A,N/A,N/A,N/A,14,28.7,N/A,N/A,N/A,N/A,8.0,0.85
6,SESAR,B2B Roadshow,Galaxy Z Flip8,12285,N/A,5708,70,22757,6.5,66.4,61.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.84
6,SESAR,Retail,Galaxy Z Flip8,17451,N/A,2106,58,36304,4.25,64.3,51.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.89
6,SESAR,Paid Social,Galaxy S24,329886,3736,13206,350,66013,1.36,47.9,50.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,0.76
6,SESAR,Influencer,Galaxy S24,N/A,N/A,3888,10,3752,5.48,45.6,47.6,Influencer_21,229365,5.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,0.95
6,SESAR,TV,Galaxy S24,N/A,N/A,28298,N/A,N/A,N/A,72.5,48.3,N/A,N/A,N/A,322,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.75
6,SESAR,Search,Galaxy S24,281359,4260,11133,501,264440,1.51,64.6,58.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.86
6,SESAR,Website,Galaxy S24,N/A,N/A,N/A,406,177315,N/A,46.0,46.2,N/A,N/A,N/A,N/A,N/A,N/A,49895,31.8,229,2.81,12.3,0.77
6,SESAR,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,70.5,70.0,N/A,N/A,N/A,N/A,22,25.7,N/A,N/A,N/A,N/A,9.4,0.93
6,SESAR,B2B Roadshow,Galaxy S24,13587,N/A,4870,67,14636,4.82,55.7,62.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.9
6,SESAR,Retail,Galaxy S24,16895,N/A,4266,98,47240,5.49,69.4,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.84
6,SESAR,Paid Social,Galaxy Tab S10,475690,6460,13489,614,191998,0.97,64.7,45.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.5,0.85
6,SESAR,Influencer,Galaxy Tab S10,N/A,N/A,3417,17,8079,2.82,65.0,30.0,Influencer_4,490955,2.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.79
6,SESAR,TV,Galaxy Tab S10,N/A,N/A,34489,N/A,N/A,N/A,76.0,55.9,N/A,N/A,N/A,523,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.9
6,SESAR,Search,Galaxy Tab S10,245086,3722,9294,370,105421,1.52,50.5,41.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0.81
6,SESAR,Website,Galaxy Tab S10,N/A,N/A,N/A,939,190054,N/A,53.3,47.1,N/A,N/A,N/A,N/A,N/A,N/A,85396,33.6,178,3.58,10.9,0.86
6,SESAR,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,65.3,57.4,N/A,N/A,N/A,N/A,58,44.8,N/A,N/A,N/A,N/A,3.6,0.9
6,SESAR,B2B Roadshow,Galaxy Tab S10,15576,N/A,7155,75,37273,4.42,67.9,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.87
6,SESAR,Retail,Galaxy Tab S10,36726,N/A,3264,165,61257,2.45,65.1,48.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,0.93
6,SESAR,Paid Social,Galaxy Buds3,575361,6497,13008,352,119718,1.27,46.8,58.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,0.87
6,SESAR,Influencer,Galaxy Buds3,N/A,N/A,6936,15,4382,5.23,47.0,49.0,Influencer_21,402999,5.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.9,0.89
6,SESAR,TV,Galaxy Buds3,N/A,N/A,52458,N/A,N/A,N/A,71.3,47.9,N/A,N/A,N/A,379,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.87
6,SESAR,Search,Galaxy Buds3,292545,6004,11361,675,273334,2.05,60.2,51.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0.9
6,SESAR,Website,Galaxy Buds3,N/A,N/A,N/A,1039,330397,N/A,49.9,49.2,N/A,N/A,N/A,N/A,N/A,N/A,59983,42.1,227,3.06,13.3,0.81
6,SESAR,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,68.8,57.6,N/A,N/A,N/A,N/A,43,39.8,N/A,N/A,N/A,N/A,8.1,0.86
6,SESAR,B2B Roadshow,Galaxy Buds3,17545,N/A,5896,91,18877,7.87,70.3,50.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.85
6,SESAR,Retail,Galaxy Buds3,24579,N/A,3207,115,20326,3.29,65.8,51.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.83
6,SESAR,Paid Social,Galaxy Watch6,306355,3775,13210,409,72273,0.97,53.8,46.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,0.82
6,SESAR,Influencer,Galaxy Watch6,N/A,N/A,4393,34,9657,3.87,56.0,37.3,Influencer_21,891450,3.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.88
6,SESAR,TV,Galaxy Watch6,N/A,N/A,24045,N/A,N/A,N/A,66.2,67.1,N/A,N/A,N/A,337,N/A,N/A,N/A,N/A,N/A,N/A,7.7,0.75
6,SESAR,Search,Galaxy Watch6,346562,4415,11779,717,367236,1.27,63.1,51.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,0.85
6,SESAR,Website,Galaxy Watch6,N/A,N/A,N/A,638,249264,N/A,45.7,50.2,N/A,N/A,N/A,N/A,N/A,N/A,46485,30.2,224,3.53,13.7,0.88
6,SESAR,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,68.0,66.5,N/A,N/A,N/A,N/A,30,43.7,N/A,N/A,N/A,N/A,7.9,0.83
6,SESAR,B2B Roadshow,Galaxy Watch6,10263,N/A,6836,34,23099,4.81,59.0,69.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.92
6,SESAR,Retail,Galaxy Watch6,8758,N/A,2574,45,38920,3.71,66.1,61.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,0.81
6,SETK,Paid Social,Galaxy Z Fold8,365071,3874,14504,290,45826,1.15,67.9,55.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.9,0.84
6,SETK,Influencer,Galaxy Z Fold8,N/A,N/A,3624,8,2939,5.07,41.2,30.7,Influencer_24,270369,5.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.3,0.92
6,SETK,TV,Galaxy Z Fold8,N/A,N/A,32115,N/A,N/A,N/A,68.7,60.3,N/A,N/A,N/A,414,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.73
6,SETK,Search,Galaxy Z Fold8,312829,5102,9059,645,333340,1.63,73.3,40.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.81
6,SETK,Website,Galaxy Z Fold8,N/A,N/A,N/A,563,222541,N/A,52.2,38.3,N/A,N/A,N/A,N/A,N/A,N/A,44905,39.8,260,3.83,11.2,0.82
6,SETK,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,69.7,53.7,N/A,N/A,N/A,N/A,9,21.8,N/A,N/A,N/A,N/A,3.2,0.91
6,SETK,B2B Roadshow,Galaxy Z Fold8,9833,N/A,7361,46,27946,6.33,70.4,61.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,0.96
6,SETK,Retail,Galaxy Z Fold8,12350,N/A,2773,45,24233,3.23,52.0,55.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.81
6,SETK,Paid Social,Galaxy Z Flip8,269208,3171,6777,209,47826,0.96,50.3,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,0.77
6,SETK,Influencer,Galaxy Z Flip8,N/A,N/A,3135,9,4359,2.6,38.6,52.0,Influencer_7,572605,2.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,0.79
6,SETK,TV,Galaxy Z Flip8,N/A,N/A,15781,N/A,N/A,N/A,68.0,49.0,N/A,N/A,N/A,298,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.84
6,SETK,Search,Galaxy Z Flip8,173542,2243,7474,293,124082,1.29,61.3,40.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,0.93
6,SETK,Website,Galaxy Z Flip8,N/A,N/A,N/A,713,199083,N/A,51.2,37.4,N/A,N/A,N/A,N/A,N/A,N/A,46062,28.8,173,3.7,6.1,0.83
6,SETK,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,69.5,71.2,N/A,N/A,N/A,N/A,9,26.4,N/A,N/A,N/A,N/A,2.1,0.86
6,SETK,B2B Roadshow,Galaxy Z Flip8,9574,N/A,3534,44,27895,4.5,75.0,51.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0.88
6,SETK,Retail,Galaxy Z Flip8,22272,N/A,2064,61,31525,2.18,66.9,48.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,0.88
6,SETK,Paid Social,Galaxy S24,272419,3504,6306,157,55043,1.41,63.8,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.74
6,SETK,Influencer,Galaxy S24,N/A,N/A,2014,27,11963,5.78,43.2,52.4,Influencer_7,383120,5.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.3,0.78
6,SETK,TV,Galaxy S24,N/A,N/A,29737,N/A,N/A,N/A,64.7,59.6,N/A,N/A,N/A,239,N/A,N/A,N/A,N/A,N/A,N/A,17.3,0.77
6,SETK,Search,Galaxy S24,222458,2732,5151,309,159643,1.23,49.3,58.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.79
6,SETK,Website,Galaxy S24,N/A,N/A,N/A,737,280524,N/A,64.6,33.3,N/A,N/A,N/A,N/A,N/A,N/A,47223,28.4,175,2.52,14.9,0.77
6,SETK,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,69.4,69.7,N/A,N/A,N/A,N/A,38,28.9,N/A,N/A,N/A,N/A,5.2,0.94
6,SETK,B2B Roadshow,Galaxy S24,4760,N/A,5551,47,22214,7.5,60.1,56.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.97
6,SETK,Retail,Galaxy S24,10600,N/A,3957,88,46964,2.79,54.4,47.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.5,0.83
6,SETK,Paid Social,Galaxy Tab S10,386951,5108,17977,319,96897,0.97,51.5,54.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.88
6,SETK,Influencer,Galaxy Tab S10,N/A,N/A,5154,44,20463,4.57,60.6,30.0,Influencer_6,900822,4.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.4,0.88
6,SETK,TV,Galaxy Tab S10,N/A,N/A,48427,N/A,N/A,N/A,80.4,44.9,N/A,N/A,N/A,552,N/A,N/A,N/A,N/A,N/A,N/A,17.3,0.8
6,SETK,Search,Galaxy Tab S10,231686,4620,11377,376,165586,1.99,69.3,42.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,0.78
6,SETK,Website,Galaxy Tab S10,N/A,N/A,N/A,1033,295412,N/A,47.6,46.5,N/A,N/A,N/A,N/A,N/A,N/A,80523,37.6,253,3.18,10.5,0.77
6,SETK,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,71.9,55.6,N/A,N/A,N/A,N/A,38,34.7,N/A,N/A,N/A,N/A,10.2,0.83
6,SETK,B2B Roadshow,Galaxy Tab S10,15085,N/A,6992,98,37030,5.28,56.9,67.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.86
6,SETK,Retail,Galaxy Tab S10,28462,N/A,3747,159,19472,5.86,52.5,49.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,0.82
6,SETK,Paid Social,Galaxy Buds3,561878,7298,11498,801,181632,1.11,73.5,34.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.4,0.83
6,SETK,Influencer,Galaxy Buds3,N/A,N/A,7039,27,11684,3.18,43.8,48.3,Influencer_6,735722,3.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.91
6,SETK,TV,Galaxy Buds3,N/A,N/A,47657,N/A,N/A,N/A,70.3,45.2,N/A,N/A,N/A,598,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.83
6,SETK,Search,Galaxy Buds3,472881,10153,19518,981,291970,2.15,65.4,52.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.82
6,SETK,Website,Galaxy Buds3,N/A,N/A,N/A,668,293106,N/A,66.2,54.7,N/A,N/A,N/A,N/A,N/A,N/A,49823,33.5,201,2.92,8.0,0.91
6,SETK,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,70.7,50.6,N/A,N/A,N/A,N/A,51,53.8,N/A,N/A,N/A,N/A,9.6,0.8
6,SETK,B2B Roadshow,Galaxy Buds3,12991,N/A,7552,88,25949,4.04,69.7,61.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.5,0.94
6,SETK,Retail,Galaxy Buds3,17950,N/A,2588,129,32065,5.06,66.1,64.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0.92
6,SETK,Paid Social,Galaxy Watch6,398398,4355,14904,241,86418,0.85,72.9,40.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.73
6,SETK,Influencer,Galaxy Watch6,N/A,N/A,2014,33,8009,5.81,46.1,35.8,Influencer_24,814391,5.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,0.85
6,SETK,TV,Galaxy Watch6,N/A,N/A,30569,N/A,N/A,N/A,76.3,59.0,N/A,N/A,N/A,214,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.81
6,SETK,Search,Galaxy Watch6,173595,3022,11821,288,148051,1.74,67.3,54.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.5,0.93
6,SETK,Website,Galaxy Watch6,N/A,N/A,N/A,310,131061,N/A,46.4,48.7,N/A,N/A,N/A,N/A,N/A,N/A,26300,27.3,269,3.14,13.7,0.84
6,SETK,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,61.6,72.1,N/A,N/A,N/A,N/A,26,21.7,N/A,N/A,N/A,N/A,6.6,0.9
6,SETK,B2B Roadshow,Galaxy Watch6,10393,N/A,4976,71,28297,5.47,69.0,58.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,0.84
6,SETK,Retail,Galaxy Watch6,16321,N/A,5450,61,27068,4.56,56.6,58.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.0,0.85
6,SELV,Paid Social,Galaxy Z Fold8,278726,2427,15350,144,39419,1.21,64.0,35.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,0.88
6,SELV,Influencer,Galaxy Z Fold8,N/A,N/A,3342,50,23055,5.43,57.8,27.3,Influencer_8,836108,5.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.3,0.92
6,SELV,TV,Galaxy Z Fold8,N/A,N/A,20053,N/A,N/A,N/A,59.4,68.2,N/A,N/A,N/A,381,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0.84
6,SELV,Search,Galaxy Z Fold8,369534,7774,13102,1255,584185,2.1,49.4,52.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.85
6,SELV,Website,Galaxy Z Fold8,N/A,N/A,N/A,545,163321,N/A,42.8,45.2,N/A,N/A,N/A,N/A,N/A,N/A,65184,41.1,260,3.5,5.2,0.92
6,SELV,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,69.3,47.9,N/A,N/A,N/A,N/A,17,23.8,N/A,N/A,N/A,N/A,5.3,0.94
6,SELV,B2B Roadshow,Galaxy Z Fold8,11962,N/A,5818,46,17763,4.38,70.7,56.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.92
6,SELV,Retail,Galaxy Z Fold8,14588,N/A,2857,111,52652,4.59,64.8,60.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.83
6,SELV,Paid Social,Galaxy Z Flip8,419131,5866,12614,399,113538,1.36,73.0,41.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.93
6,SELV,Influencer,Galaxy Z Flip8,N/A,N/A,4450,34,8699,3.92,49.3,33.9,Influencer_9,870513,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,0.82
6,SELV,TV,Galaxy Z Flip8,N/A,N/A,32278,N/A,N/A,N/A,66.0,48.0,N/A,N/A,N/A,471,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0.72
6,SELV,Search,Galaxy Z Flip8,219727,3915,14621,587,245451,1.78,67.3,50.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,0.89
6,SELV,Website,Galaxy Z Flip8,N/A,N/A,N/A,373,140962,N/A,45.8,39.5,N/A,N/A,N/A,N/A,N/A,N/A,41817,43.3,253,3.78,8.5,0.77
6,SELV,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,82.9,67.6,N/A,N/A,N/A,N/A,37,18.1,N/A,N/A,N/A,N/A,9.2,0.85
6,SELV,B2B Roadshow,Galaxy Z Flip8,15774,N/A,3673,44,16903,5.21,55.8,61.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.7,0.86
6,SELV,Retail,Galaxy Z Flip8,26623,N/A,2919,129,28985,2.98,54.5,58.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.7,0.8
6,SELV,Paid Social,Galaxy S24,345266,5093,15308,545,138229,1.19,61.0,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.85
6,SELV,Influencer,Galaxy S24,N/A,N/A,3393,56,23073,5.61,67.3,50.1,Influencer_8,803410,5.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.82
6,SELV,TV,Galaxy S24,N/A,N/A,24959,N/A,N/A,N/A,70.5,45.9,N/A,N/A,N/A,309,N/A,N/A,N/A,N/A,N/A,N/A,14.7,0.78
6,SELV,Search,Galaxy S24,367552,5318,15200,733,204497,1.45,71.3,61.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.87
6,SELV,Website,Galaxy S24,N/A,N/A,N/A,563,197625,N/A,56.6,32.3,N/A,N/A,N/A,N/A,N/A,N/A,35054,39.4,207,3.2,11.2,0.84
6,SELV,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,83.9,47.8,N/A,N/A,N/A,N/A,40,16.9,N/A,N/A,N/A,N/A,5.2,0.9
6,SELV,B2B Roadshow,Galaxy S24,11764,N/A,6904,82,14129,3.32,62.1,69.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0.86
6,SELV,Retail,Galaxy S24,9793,N/A,4922,116,48581,3.72,65.3,47.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.9
6,SELV,Paid Social,Galaxy Tab S10,546509,6431,18135,427,124882,1.41,72.4,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.87
6,SELV,Influencer,Galaxy Tab S10,N/A,N/A,2831,14,4305,5.9,41.4,55.3,Influencer_10,207104,5.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.86
6,SELV,TV,Galaxy Tab S10,N/A,N/A,33465,N/A,N/A,N/A,61.9,68.5,N/A,N/A,N/A,638,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.92
6,SELV,Search,Galaxy Tab S10,325891,4006,21629,612,213916,1.23,50.8,46.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.9,0.89
6,SELV,Website,Galaxy Tab S10,N/A,N/A,N/A,1007,320832,N/A,51.1,48.7,N/A,N/A,N/A,N/A,N/A,N/A,85321,41.9,196,2.64,13.8,0.84
6,SELV,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,64.0,56.0,N/A,N/A,N/A,N/A,34,22.8,N/A,N/A,N/A,N/A,7.0,0.81
6,SELV,B2B Roadshow,Galaxy Tab S10,20461,N/A,3770,87,27135,3.1,67.1,69.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,0.88
6,SELV,Retail,Galaxy Tab S10,22309,N/A,2007,160,21159,2.02,57.7,45.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,0.88
6,SELV,Paid Social,Galaxy Buds3,784203,6654,14559,366,111709,0.93,50.6,42.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,0.93
6,SELV,Influencer,Galaxy Buds3,N/A,N/A,5453,32,14844,4.51,43.1,30.5,Influencer_8,592343,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,0.76
6,SELV,TV,Galaxy Buds3,N/A,N/A,26845,N/A,N/A,N/A,70.4,68.0,N/A,N/A,N/A,724,N/A,N/A,N/A,N/A,N/A,N/A,17.7,0.88
6,SELV,Search,Galaxy Buds3,382306,8162,11162,937,284965,2.13,61.4,59.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,0.88
6,SELV,Website,Galaxy Buds3,N/A,N/A,N/A,1350,583404,N/A,65.8,47.7,N/A,N/A,N/A,N/A,N/A,N/A,77733,36.0,249,3.68,5.7,0.79
6,SELV,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,79.4,51.9,N/A,N/A,N/A,N/A,31,34.2,N/A,N/A,N/A,N/A,4.8,0.86
6,SELV,B2B Roadshow,Galaxy Buds3,21237,N/A,7842,42,41306,3.45,68.1,68.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,0.93
