week,market,channel,product,impressions,clicks,spend_aed,conversions,sales_aed,engagement_rate,brand_awareness,purchase_intent,influencer,followers,tv_grp,pr_mentions,pr_share_of_voice,sessions,bounce_rate,avg_session_sec,pages_per_session,competitor_sov,sentiment,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cpa_aed,roas,aov_aed,cost_per_grp_aed
5,SELV,Influencer,Galaxy Buds3,,,"7,400",9,"1,834",3.66,50.70,35,Influencer_9,"396,444",,,,,,,,8.30,0.80,paid,response,True,,,,822.22,0.25,203.78,
5,SELV,TV,Galaxy Buds3,,,"38,548",,,,72,63.80,,,534,,,,,,,14.10,0.91,paid,brand,False,,,,,,,72.19
5,SELV,Search,Galaxy Buds3,"666,316","8,002","19,921","1,018","268,296",1.20,47.40,52.50,,,,,,,,,,7.60,0.82,paid,response,True,29.90,2.49,0.01,19.57,13.47,263.55,
5,SELV,Website,Galaxy Buds3,,,,"1,233","291,784",,49.40,42.30,,,,,,"127,542",26.90,227,3.71,9,0.85,earned,owned,True,,,,,,236.65,
5,SELV,PR,Galaxy Buds3,,,0,,,,69,66.70,,,,90,32.60,,,,,4.70,0.85,earned,brand,False,,,,,,,
5,SELV,Paid Social,Galaxy Watch6,"424,320","5,695","17,336",448,"97,432",1.16,61.70,35.40,,,,,,,,,,10.40,0.76,paid,response,True,40.86,3.04,0.01,38.70,5.62,217.48,
5,SELV,Influencer,Galaxy Watch6,,,"2,750",26,"10,627",4.24,49.40,31.20,Influencer_9,"574,545",,,,,,,,7.40,0.93,paid,response,True,,,,105.77,3.86,408.73,
5,SELV,TV,Galaxy Watch6,,,"30,116",,,,57.70,49.30,,,399,,,,,,,14.50,0.83,paid,brand,False,,,,,,,75.48
5,SELV,Search,Galaxy Watch6,"294,550","6,442","14,995",628,"328,505",2.19,55.70,43.80,,,,,,,,,,10.30,0.93,paid,response,True,50.91,2.33,0.02,23.88,21.91,523.10,
5,SELV,Website,Galaxy Watch6,,,,525,"110,394",,44.10,49.90,,,,,,"47,414",35.40,237,3.75,11.20,0.89,earned,owned,True,,,,,,210.27,
5,SELV,PR,Galaxy Watch6,,,0,,,,81.70,58.50,,,,35,23.70,,,,,8.20,0.87,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy Z Fold8,"245,973","2,868","9,134",257,"81,232",1.01,51.10,55,,,,,,,,,,5.70,0.71,paid,response,True,37.13,3.18,0.01,35.54,8.89,316.08,
5,SEMAG,Influencer,Galaxy Z Fold8,,,"2,975",19,"6,252",2.93,56.30,25,Influencer_12,"821,880",,,,,,,,9,0.82,paid,response,True,,,,156.58,2.10,329.05,
5,SEMAG,TV,Galaxy Z Fold8,,,"20,639",,,,76.50,59.10,,,340,,,,,,,16.20,0.75,paid,brand,False,,,,,,,60.70
5,SEMAG,Search,Galaxy Z Fold8,"146,663","2,805","6,236",503,"155,436",1.91,61.60,37.50,,,,,,,,,,7,0.86,paid,response,True,42.52,2.22,0.02,12.40,24.93,309.02,
5,SEMAG,Website,Galaxy Z Fold8,,,,430,"158,938",,43.50,36.50,,,,,,"41,004",32.70,252,3.95,8.50,0.81,earned,owned,True,,,,,,369.62,
5,SEMAG,PR,Galaxy Z Fold8,,,0,,,,79.40,66.10,,,,39,28.10,,,,,3.30,0.92,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy Z Flip8,"402,314","3,600","19,228",201,"45,476",1.01,70.30,44.80,,,,,,,,,,7.70,0.90,paid,response,True,47.79,5.34,0.01,95.66,2.37,226.25,
5,SEMAG,Influencer,Galaxy Z Flip8,,,"4,220",10,"3,511",2.99,57.10,35.70,Influencer_12,"300,707",,,,,,,,10,0.84,paid,response,True,,,,422,0.83,351.10,
5,SEMAG,TV,Galaxy Z Flip8,,,"36,264",,,,55.70,56.50,,,405,,,,,,,18.50,0.80,paid,brand,False,,,,,,,89.54
5,SEMAG,Search,Galaxy Z Flip8,"443,882","5,950","12,691",944,"400,347",1.34,56.30,51,,,,,,,,,,13.10,0.92,paid,response,True,28.59,2.13,0.01,13.44,31.55,424.10,
5,SEMAG,Website,Galaxy Z Flip8,,,,565,"168,463",,60.10,43,,,,,,"36,347",33.10,151,3.19,13.90,0.77,earned,owned,True,,,,,,298.16,
5,SEMAG,PR,Galaxy Z Flip8,,,0,,,,73.70,54.30,,,,34,39.90,,,,,2.90,0.85,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy S24,"319,781","4,104","5,947",204,"60,415",1.16,64,52,,,,,,,,,,11.70,0.84,paid,response,True,18.60,1.45,0.01,29.15,10.16,296.15,
5,SEMAG,Influencer,Galaxy S24,,,"3,626",12,"2,957",3.28,55.30,46.60,Influencer_12,"343,028",,,,,,,,15.90,0.91,paid,response,True,,,,302.17,0.82,246.42,
5,SEMAG,TV,Galaxy S24,,,"18,339",,,,56.70,46.30,,,194,,,,,,,17.60,0.82,paid,brand,False,,,,,,,94.53
5,SEMAG,Search,Galaxy S24,"182,582","2,563","10,846",211,"84,767",1.40,56.80,58.70,,,,,,,,,,7.70,0.86,paid,response,True,59.40,4.23,0.01,51.40,7.82,401.74,
5,SEMAG,Website,Galaxy S24,,,,510,"209,319",,56.40,40.80,,,,,,"31,501",35.90,262,3.79,11.90,0.78,earned,owned,True,,,,,,410.43,
5,SEMAG,PR,Galaxy S24,,,0,,,,76,59.70,,,,21,20.10,,,,,6.30,0.85,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy Tab S10,"541,862","4,714","19,948",374,"118,529",1.07,63.40,34.20,,,,,,,,,,10.50,0.81,paid,response,True,36.81,4.23,0.01,53.34,5.94,316.92,
5,SEMAG,Influencer,Galaxy Tab S10,,,"4,859",18,"6,734",4.10,37.50,44.50,Influencer_22,"497,189",,,,,,,,13.10,0.84,paid,response,True,,,,269.94,1.39,374.11,
5,SEMAG,TV,Galaxy Tab S10,,,"33,944",,,,58.50,64.60,,,568,,,,,,,12.50,0.72,paid,brand,False,,,,,,,59.76
5,SEMAG,Search,Galaxy Tab S10,"244,163","3,803","16,886",384,"199,973",1.56,60.10,48.30,,,,,,,,,,6.60,0.80,paid,response,True,69.16,4.44,0.02,43.97,11.84,520.76,
5,SEMAG,Website,Galaxy Tab S10,,,,758,"314,316",,42.70,51,,,,,,"60,224",27.80,227,3.89,10.30,0.92,earned,owned,True,,,,,,414.66,
5,SEMAG,PR,Galaxy Tab S10,,,0,,,,71.90,69.20,,,,61,44.80,,,,,9,0.88,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy Buds3,"482,675","6,218","26,599",723,"171,368",1.23,54.60,32.30,,,,,,,,,,15.70,0.74,paid,response,True,55.11,4.28,0.01,36.79,6.44,237.02,
5,SEMAG,Influencer,Galaxy Buds3,,,"7,279",25,"10,699",2.87,65.90,49.30,Influencer_22,"897,576",,,,,,,,13.80,0.80,paid,response,True,,,,291.16,1.47,427.96,
5,SEMAG,TV,Galaxy Buds3,,,"35,191",,,,77.30,61.40,,,656,,,,,,,12,0.73,paid,brand,False,,,,,,,53.64
5,SEMAG,Search,Galaxy Buds3,"527,690","7,654","9,542","1,260","342,549",1.45,66.10,50.70,,,,,,,,,,12.60,0.93,paid,response,True,18.08,1.25,0.01,7.57,35.90,271.86,
5,SEMAG,Website,Galaxy Buds3,,,,710,"221,787",,53.30,47,,,,,,"78,279",27.70,201,2.79,7.80,0.88,earned,owned,True,,,,,,312.38,
5,SEMAG,PR,Galaxy Buds3,,,0,,,,77.70,50.80,,,,62,49.40,,,,,7.20,0.90,earned,brand,False,,,,,,,
5,SEMAG,Paid Social,Galaxy Watch6,"361,491","3,135","5,562",328,"122,449",1.05,54.70,47.40,,,,,,,,,,6.40,0.75,paid,response,True,15.39,1.77,0.01,16.96,22.02,373.32,
5,SEMAG,Influencer,Galaxy Watch6,,,"3,002",31,"8,129",4.75,61.30,40,Influencer_11,"963,660",,,,,,,,10.10,0.93,paid,response,True,,,,96.84,2.71,262.23,
5,SEMAG,TV,Galaxy Watch6,,,"16,589",,,,56.70,53.20,,,344,,,,,,,11.50,0.73,paid,brand,False,,,,,,,48.22
5,SEMAG,Search,Galaxy Watch6,"144,911","1,923","11,452",211,"60,214",1.33,52.80,50.50,,,,,,,,,,8,0.82,paid,response,True,79.03,5.96,0.01,54.27,5.26,285.37,
5,SEMAG,Website,Galaxy Watch6,,,,644,"169,272",,44.90,37.20,,,,,,"37,398",39.10,167,3.81,10.80,0.79,earned,owned,True,,,,,,262.84,
5,SEMAG,PR,Galaxy Watch6,,,0,,,,70,56,,,,36,43,,,,,2.50,0.91,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy Z Fold8,"251,158","3,033","9,278",279,"44,101",1.09,48.50,57.60,,,,,,,,,,6.20,0.75,paid,response,True,36.94,3.06,0.01,33.25,4.75,158.07,
5,SEEG,Influencer,Galaxy Z Fold8,,,"3,795",44,"9,622",5.73,51.30,49.20,Influencer_13,"545,620",,,,,,,,12.10,0.87,paid,response,True,,,,86.25,2.54,218.68,
5,SEEG,TV,Galaxy Z Fold8,,,"14,542",,,,79.50,66.20,,,259,,,,,,,14.20,0.84,paid,brand,False,,,,,,,56.15
5,SEEG,Search,Galaxy Z Fold8,"154,014","3,215","11,559",561,"185,776",2.09,48,36.40,,,,,,,,,,9.60,0.88,paid,response,True,75.05,3.60,0.02,20.60,16.07,331.15,
5,SEEG,Website,Galaxy Z Fold8,,,,612,"241,975",,42.40,49.30,,,,,,"47,951",42.50,208,2.53,13.60,0.85,earned,owned,True,,,,,,395.38,
5,SEEG,PR,Galaxy Z Fold8,,,0,,,,75.90,59.80,,,,30,35.50,,,,,2.50,0.92,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy Z Flip8,"583,611","5,180","17,540",434,"77,640",0.88,61,58.10,,,,,,,,,,9.70,0.79,paid,response,True,30.05,3.39,0.01,40.41,4.43,178.89,
5,SEEG,Influencer,Galaxy Z Flip8,,,"5,278",7,"2,267",3.31,59.10,49.20,Influencer_14,"449,739",,,,,,,,11.90,0.76,paid,response,True,,,,754,0.43,323.86,
5,SEEG,TV,Galaxy Z Flip8,,,"20,908",,,,73,62.80,,,571,,,,,,,7.90,0.75,paid,brand,False,,,,,,,36.62
5,SEEG,Search,Galaxy Z Flip8,"266,410","3,949","13,697",454,"202,739",1.48,53.10,42.80,,,,,,,,,,10.50,0.86,paid,response,True,51.41,3.47,0.01,30.17,14.80,446.56,
5,SEEG,Website,Galaxy Z Flip8,,,,649,"142,192",,59.40,38.90,,,,,,"44,577",43.80,202,3.24,14.70,0.79,earned,owned,True,,,,,,219.09,
5,SEEG,PR,Galaxy Z Flip8,,,0,,,,77,53.30,,,,39,43.20,,,,,7.90,0.88,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy S24,"288,118","2,948","13,383",236,"38,585",1.43,63.70,49.70,,,,,,,,,,8.90,0.75,paid,response,True,46.45,4.54,0.01,56.71,2.88,163.50,
5,SEEG,Influencer,Galaxy S24,,,"4,084",26,"6,157",3.31,58.20,48.60,Influencer_14,"746,302",,,,,,,,6.90,0.80,paid,response,True,,,,157.08,1.51,236.81,
5,SEEG,TV,Galaxy S24,,,"26,484",,,,74.10,66.30,,,329,,,,,,,7.30,0.89,paid,brand,False,,,,,,,80.50
5,SEEG,Search,Galaxy S24,"198,771","2,937","10,164",323,"174,267",1.48,48.50,56.90,,,,,,,,,,8.50,0.78,paid,response,True,51.13,3.46,0.01,31.47,17.15,539.53,
5,SEEG,Website,Galaxy S24,,,,533,"112,518",,54.30,46.50,,,,,,"45,065",29.10,197,3.49,5.80,0.89,earned,owned,True,,,,,,211.10,
5,SEEG,PR,Galaxy S24,,,0,,,,76.40,54.40,,,,9,42.30,,,,,9.50,0.84,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy Tab S10,"604,093","7,331","8,704",493,"176,153",1.10,55.30,52.90,,,,,,,,,,14.30,0.71,paid,response,True,14.41,1.19,0.01,17.66,20.24,357.31,
5,SEEG,Influencer,Galaxy Tab S10,,,"6,012",43,"12,307",3.86,66.20,41,Influencer_14,"780,170",,,,,,,,10.70,0.89,paid,response,True,,,,139.81,2.05,286.21,
5,SEEG,TV,Galaxy Tab S10,,,"43,204",,,,59.10,52,,,359,,,,,,,15.90,0.90,paid,brand,False,,,,,,,120.35
5,SEEG,Search,Galaxy Tab S10,"249,168","5,251","12,957",839,"449,108",2.11,49.10,41.70,,,,,,,,,,9.90,0.83,paid,response,True,52.00,2.47,0.02,15.44,34.66,535.29,
5,SEEG,Website,Galaxy Tab S10,,,,575,"154,426",,61.30,45.20,,,,,,"68,661",30.40,214,3.67,6.70,0.85,earned,owned,True,,,,,,268.57,
5,SEEG,PR,Galaxy Tab S10,,,0,,,,78.70,57.10,,,,40,50.10,,,,,2.20,0.80,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy Buds3,"467,460","6,900","24,960",628,"181,587",1.09,59.90,33.40,,,,,,,,,,16.30,0.84,paid,response,True,53.39,3.62,0.01,39.75,7.28,289.15,
5,SEEG,Influencer,Galaxy Buds3,,,"8,346",26,"7,224",3.13,51.30,31.80,Influencer_14,"661,834",,,,,,,,8.20,0.92,paid,response,True,,,,321,0.87,277.85,
5,SEEG,TV,Galaxy Buds3,,,"29,923",,,,57.90,43.50,,,466,,,,,,,15.20,0.89,paid,brand,False,,,,,,,64.21
5,SEEG,Search,Galaxy Buds3,"543,625","8,248","15,721",709,"329,234",1.52,53.50,41.90,,,,,,,,,,11.10,0.92,paid,response,True,28.92,1.91,0.02,22.17,20.94,464.36,
5,SEEG,Website,Galaxy Buds3,,,,"1,161","245,183",,52.10,42.80,,,,,,"86,680",29.70,177,2.62,7.90,0.81,earned,owned,True,,,,,,211.18,
5,SEEG,PR,Galaxy Buds3,,,0,,,,74.50,47.80,,,,59,49.90,,,,,5.80,0.85,earned,brand,False,,,,,,,
5,SEEG,Paid Social,Galaxy Watch6,"230,825","2,374","10,711",158,"39,821",1.26,56.60,60.20,,,,,,,,,,13,0.74,paid,response,True,46.40,4.51,0.01,67.79,3.72,252.03,
5,SEEG,Influencer,Galaxy Watch6,,,"3,528",15,"5,740",5.76,60.70,40.30,Influencer_14,"505,002",,,,,,,,14.30,0.85,paid,response,True,,,,235.20,1.63,382.67,
5,SEEG,TV,Galaxy Watch6,,,"30,648",,,,63.60,47.90,,,343,,,,,,,17,0.73,paid,brand,False,,,,,,,89.35
5,SEEG,Search,Galaxy Watch6,"306,345","4,135","5,656",725,"389,750",1.35,71.80,49.60,,,,,,,,,,14,0.88,paid,response,True,18.46,1.37,0.01,7.80,68.91,537.59,
5,SEEG,Website,Galaxy Watch6,,,,631,"145,325",,57.50,43,,,,,,"47,159",42.60,163,3.41,8.70,0.79,earned,owned,True,,,,,,230.31,
5,SEEG,PR,Galaxy Watch6,,,0,,,,63.60,52.10,,,,41,23.80,,,,,8.90,0.86,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy Z Fold8,"387,964","3,958","8,284",377,"98,491",1.47,54.80,33.40,,,,,,,,,,12.20,0.72,paid,response,True,21.35,2.09,0.01,21.97,11.89,261.25,
5,SEIL,Influencer,Galaxy Z Fold8,,,"2,565",35,"11,397",4.19,53.60,49.80,Influencer_17,"885,066",,,,,,,,7.80,0.86,paid,response,True,,,,73.29,4.44,325.63,
5,SEIL,TV,Galaxy Z Fold8,,,"29,773",,,,69.60,46,,,390,,,,,,,10.10,0.78,paid,brand,False,,,,,,,76.34
5,SEIL,Search,Galaxy Z Fold8,"243,885","3,214","12,276",392,"213,629",1.32,61.40,51.30,,,,,,,,,,12,0.92,paid,response,True,50.34,3.82,0.01,31.32,17.40,544.97,
5,SEIL,Website,Galaxy Z Fold8,,,,468,"107,732",,44.20,30.90,,,,,,"57,494",30.30,270,3.61,9.80,0.87,earned,owned,True,,,,,,230.20,
5,SEIL,PR,Galaxy Z Fold8,,,0,,,,79.20,69,,,,14,19,,,,,10.10,0.86,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy Z Flip8,"559,857","7,210","15,679",699,"125,650",1.43,69.50,48.70,,,,,,,,,,12.90,0.95,paid,response,True,28.01,2.17,0.01,22.43,8.01,179.76,
5,SEIL,Influencer,Galaxy Z Flip8,,,"4,650",20,"9,464",5.09,55.40,47.20,Influencer_18,"277,335",,,,,,,,10.90,0.90,paid,response,True,,,,232.50,2.04,473.20,
5,SEIL,TV,Galaxy Z Flip8,,,"30,570",,,,59.60,61.60,,,609,,,,,,,18,0.91,paid,brand,False,,,,,,,50.20
5,SEIL,Search,Galaxy Z Flip8,"270,843","3,662","8,075",510,"184,090",1.35,63.20,45,,,,,,,,,,8.90,0.86,paid,response,True,29.81,2.21,0.01,15.83,22.80,360.96,
5,SEIL,Website,Galaxy Z Flip8,,,,"1,189","266,603",,53.90,43.10,,,,,,"68,203",30.90,237,2.57,10.60,0.92,earned,owned,True,,,,,,224.22,
5,SEIL,PR,Galaxy Z Flip8,,,0,,,,65.50,50.50,,,,44,24.70,,,,,3.30,0.93,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy S24,"464,705","6,587","9,923",490,"107,586",1.42,51.90,41.40,,,,,,,,,,7.50,0.77,paid,response,True,21.35,1.51,0.01,20.25,10.84,219.56,
5,SEIL,Influencer,Galaxy S24,,,"2,302",17,"8,080",3.28,66.20,47.60,Influencer_17,"660,237",,,,,,,,15.70,0.88,paid,response,True,,,,135.41,3.51,475.29,
5,SEIL,TV,Galaxy S24,,,"20,601",,,,60.20,63.50,,,235,,,,,,,16.10,0.73,paid,brand,False,,,,,,,87.66
5,SEIL,Search,Galaxy S24,"168,438","3,638","14,536",486,"149,950",2.16,59.20,56.10,,,,,,,,,,8.30,0.83,paid,response,True,86.30,4.00,0.02,29.91,10.32,308.54,
5,SEIL,Website,Galaxy S24,,,,851,"281,020",,58.90,53,,,,,,"55,598",41.60,225,3.88,6.70,0.91,earned,owned,True,,,,,,330.22,
5,SEIL,PR,Galaxy S24,,,0,,,,79.10,70.80,,,,43,22.90,,,,,8.60,0.82,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy Tab S10,"539,791","7,354","15,189",722,"167,344",1.15,50.80,49.90,,,,,,,,,,11.70,0.89,paid,response,True,28.14,2.07,0.01,21.04,11.02,231.78,
5,SEIL,Influencer,Galaxy Tab S10,,,"2,609",30,"14,391",3.60,60.30,34.50,Influencer_16,"921,354",,,,,,,,14.90,0.88,paid,response,True,,,,86.97,5.52,479.70,
5,SEIL,TV,Galaxy Tab S10,,,"25,463",,,,70.90,42.70,,,696,,,,,,,8.60,0.80,paid,brand,False,,,,,,,36.58
5,SEIL,Search,Galaxy Tab S10,"327,168","6,128","14,719",778,"307,583",1.87,51.70,47.90,,,,,,,,,,6.20,0.88,paid,response,True,44.99,2.40,0.02,18.92,20.90,395.35,
5,SEIL,Website,Galaxy Tab S10,,,,849,"351,731",,53.30,45.30,,,,,,"48,530",40,150,3.15,12.60,0.76,earned,owned,True,,,,,,414.29,
5,SEIL,PR,Galaxy Tab S10,,,0,,,,73.30,51.90,,,,40,43.40,,,,,5.10,0.88,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy Buds3,"624,124","8,828","20,577",971,"307,801",1.14,61.40,48.90,,,,,,,,,,12,0.77,paid,response,True,32.97,2.33,0.01,21.19,14.96,316.99,
5,SEIL,Influencer,Galaxy Buds3,,,"9,643",23,"7,495",5.87,49.90,32.40,Influencer_18,"317,825",,,,,,,,10.70,0.79,paid,response,True,,,,419.26,0.78,325.87,
5,SEIL,TV,Galaxy Buds3,,,"53,442",,,,57.80,59.90,,,774,,,,,,,15.50,0.87,paid,brand,False,,,,,,,69.05
5,SEIL,Search,Galaxy Buds3,"581,298","11,859","27,329","1,661","757,692",2.04,47.70,42.20,,,,,,,,,,6.90,0.92,paid,response,True,47.01,2.30,0.02,16.45,27.72,456.17,
5,SEIL,Website,Galaxy Buds3,,,,936,"367,800",,61.20,40.60,,,,,,"108,788",30.20,231,3.12,8.10,0.76,earned,owned,True,,,,,,392.95,
5,SEIL,PR,Galaxy Buds3,,,0,,,,66,66.50,,,,86,46.80,,,,,4.80,0.87,earned,brand,False,,,,,,,
5,SEIL,Paid Social,Galaxy Watch6,"420,081","5,935","15,521",335,"102,617",1.46,60.90,40.90,,,,,,,,,,12.80,0.70,paid,response,True,36.95,2.62,0.01,46.33,6.61,306.32,
5,SEIL,Influencer,Galaxy Watch6,,,"1,962",15,"4,499",5.31,47.10,48,Influencer_16,"222,143",,,,,,,,7.10,0.76,paid,response,True,,,,130.80,2.29,299.93,
5,SEIL,TV,Galaxy Watch6,,,"22,990",,,,68.40,67.10,,,306,,,,,,,17.10,0.80,paid,brand,False,,,,,,,75.13
5,SEIL,Search,Galaxy Watch6,"355,080","5,075","8,026",868,"303,323",1.43,52.40,53.80,,,,,,,,,,13.50,0.79,paid,response,True,22.60,1.58,0.01,9.25,37.79,349.45,
5,SEIL,Website,Galaxy Watch6,,,,429,"142,273",,48.10,30.60,,,,,,"27,627",35,274,2.56,11.80,0.87,earned,owned,True,,,,,,331.64,
5,SEIL,PR,Galaxy Watch6,,,0,,,,60.60,65.60,,,,12,23.20,,,,,7.90,0.82,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy Z Fold8,"355,299","5,022","5,912",231,"63,785",1.29,64.50,31.60,,,,,,,,,,14.40,0.84,paid,response,True,16.64,1.18,0.01,25.59,10.79,276.13,
5,SEPAK,Influencer,Galaxy Z Fold8,,,"3,796",13,"5,842",5.08,62.30,48.50,Influencer_23,"300,198",,,,,,,,10.80,0.90,paid,response,True,,,,292,1.54,449.38,
5,SEPAK,TV,Galaxy Z Fold8,,,"19,920",,,,66.50,45,,,216,,,,,,,18.60,0.84,paid,brand,False,,,,,,,92.22
5,SEPAK,Search,Galaxy Z Fold8,"198,974","2,967","5,219",303,"112,685",1.49,54,42.60,,,,,,,,,,11.30,0.86,paid,response,True,26.23,1.76,0.01,17.22,21.59,371.90,
5,SEPAK,Website,Galaxy Z Fold8,,,,327,"106,032",,58.90,41.30,,,,,,"40,048",32.90,245,3.64,11.30,0.75,earned,owned,True,,,,,,324.26,
5,SEPAK,PR,Galaxy Z Fold8,,,0,,,,69.40,48.70,,,,19,28.40,,,,,4.80,0.82,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy Z Flip8,"498,153","7,387","9,074",626,"126,402",1.46,60.30,33.50,,,,,,,,,,10.30,0.91,paid,response,True,18.22,1.23,0.01,14.50,13.93,201.92,
5,SEPAK,Influencer,Galaxy Z Flip8,,,"5,538",38,"16,348",5.44,44.10,34.30,Influencer_20,"958,154",,,,,,,,9.90,0.78,paid,response,True,,,,145.74,2.95,430.21,
5,SEPAK,TV,Galaxy Z Flip8,,,"30,639",,,,69.10,52.70,,,451,,,,,,,7.10,0.86,paid,brand,False,,,,,,,67.94
5,SEPAK,Search,Galaxy Z Flip8,"417,513","7,358","15,608",990,"340,465",1.76,63.30,43.50,,,,,,,,,,11.40,0.86,paid,response,True,37.38,2.12,0.02,15.77,21.81,343.90,
5,SEPAK,Website,Galaxy Z Flip8,,,,626,"191,822",,45.10,48.70,,,,,,"36,403",26.60,182,3.64,7.20,0.83,earned,owned,True,,,,,,306.42,
5,SEPAK,PR,Galaxy Z Flip8,,,0,,,,68.10,50.30,,,,20,16.20,,,,,9.20,0.88,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy S24,"357,075","5,041","10,280",362,"81,155",1.10,51.30,58.70,,,,,,,,,,13.60,0.83,paid,response,True,28.79,2.04,0.01,28.40,7.89,224.19,
5,SEPAK,Influencer,Galaxy S24,,,"1,743",16,"5,711",4.47,42.60,43.40,Influencer_20,"589,684",,,,,,,,13.60,0.85,paid,response,True,,,,108.94,3.28,356.94,
5,SEPAK,TV,Galaxy S24,,,"18,585",,,,66.60,65.90,,,256,,,,,,,18.10,0.86,paid,brand,False,,,,,,,72.60
5,SEPAK,Search,Galaxy S24,"148,382","2,024","10,210",163,"61,107",1.36,50.80,37.20,,,,,,,,,,13.80,0.83,paid,response,True,68.81,5.04,0.01,62.64,5.99,374.89,
5,SEPAK,Website,Galaxy S24,,,,298,"66,591",,52.70,33.90,,,,,,"29,839",34.20,174,2.59,9,0.85,earned,owned,True,,,,,,223.46,
5,SEPAK,PR,Galaxy S24,,,0,,,,57.90,50.80,,,,19,25.30,,,,,4.60,0.95,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy Tab S10,"434,059","5,248","13,210",364,"124,395",1.45,59.30,50.20,,,,,,,,,,7.90,0.85,paid,response,True,30.43,2.52,0.01,36.29,9.42,341.74,
5,SEPAK,Influencer,Galaxy Tab S10,,,"2,676",24,"5,536",3.26,60.40,42.60,Influencer_23,"966,150",,,,,,,,14.20,0.82,paid,response,True,,,,111.50,2.07,230.67,
5,SEPAK,TV,Galaxy Tab S10,,,"41,284",,,,61.90,62.70,,,424,,,,,,,17.50,0.85,paid,brand,False,,,,,,,97.37
5,SEPAK,Search,Galaxy Tab S10,"328,920","4,635","6,051",733,"400,750",1.41,49.30,55.60,,,,,,,,,,6.30,0.81,paid,response,True,18.40,1.31,0.01,8.26,66.23,546.73,
5,SEPAK,Website,Galaxy Tab S10,,,,337,"142,884",,51.60,41.80,,,,,,"30,019",26,280,3.71,8.50,0.89,earned,owned,True,,,,,,423.99,
5,SEPAK,PR,Galaxy Tab S10,,,0,,,,66.90,55.60,,,,30,41.80,,,,,6.30,0.85,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy Buds3,"618,936","6,324","11,649",699,"252,022",1.47,70.90,56,,,,,,,,,,14,0.91,paid,response,True,18.82,1.84,0.01,16.67,21.63,360.55,
5,SEPAK,Influencer,Galaxy Buds3,,,"7,569",21,"4,957",4.22,63.50,44.60,Influencer_20,"663,100",,,,,,,,8.30,0.92,paid,response,True,,,,360.43,0.65,236.05,
5,SEPAK,TV,Galaxy Buds3,,,"48,435",,,,71.80,60.70,,,635,,,,,,,9.60,0.83,paid,brand,False,,,,,,,76.28
5,SEPAK,Search,Galaxy Buds3,"320,104","5,065","12,691",877,"481,149",1.58,51.90,44.50,,,,,,,,,,6.80,0.87,paid,response,True,39.65,2.51,0.02,14.47,37.91,548.63,
5,SEPAK,Website,Galaxy Buds3,,,,665,"194,324",,41.80,36.90,,,,,,"74,440",30.10,153,3.41,10.30,0.76,earned,owned,True,,,,,,292.22,
5,SEPAK,PR,Galaxy Buds3,,,0,,,,58.90,60.30,,,,41,33.20,,,,,2.30,0.91,earned,brand,False,,,,,,,
5,SEPAK,Paid Social,Galaxy Watch6,"298,735","4,475","10,756",354,"95,000",1.41,65,55.20,,,,,,,,,,6,0.71,paid,response,True,36.01,2.40,0.01,30.38,8.83,268.36,
5,SEPAK,Influencer,Galaxy Watch6,,,"1,779",24,"5,747",4.97,49.10,50.40,Influencer_20,"360,633",,,,,,,,7.10,0.88,paid,response,True,,,,74.12,3.23,239.46,
5,SEPAK,TV,Galaxy Watch6,,,"13,633",,,,57.40,56.10,,,224,,,,,,,18.80,0.76,paid,brand,False,,,,,,,60.86
5,SEPAK,Search,Galaxy Watch6,"248,765","4,819","8,360",789,"398,026",1.94,54.90,53.20,,,,,,,,,,13.20,0.87,paid,response,True,33.61,1.73,0.02,10.60,47.61,504.47,
5,SEPAK,Website,Galaxy Watch6,,,,516,"224,530",,61.60,42.50,,,,,,"39,201",33.10,165,2.60,12.80,0.77,earned,owned,True,,,,,,435.14,
5,SEPAK,PR,Galaxy Watch6,,,0,,,,72.70,63.20,,,,30,16.30,,,,,5.70,0.90,earned,brand,False,,,,,,,
